player_id,team_id,role,game_id,series_id,competition_id,season,split_id,stage_id,participated,participation_source,participation_method,participation_provenance
oe:player:007be3acd5669d100711b13d79e2336,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,LOLTMNT01_146686,oe-series:36c20bf61b4d660eeb78e92d,LCS,2024,LCS:2024:summer,LCS:2024:summer:regular,true,src_oracles_elixir,RETROSPECTIVE_PLAYER_GAME_ROW,data/raw/oracles_elixir/2024_LoL_esports_match_data_from_OraclesElixir.csv#line=88646
oe:player:007be3acd5669d100711b13d79e2336,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,LOLTMNT01_147713,oe-series:36c20bf61b4d660eeb78e92d,LCS,2024,LCS:2024:summer,LCS:2024:summer:regular,true,src_oracles_elixir,RETROSPECTIVE_PLAYER_GAME_ROW,data/raw/oracles_elixir/2024_LoL_esports_match_data_from_OraclesElixir.csv#line=88639
oe:player:007be3acd5669d100711b13d79e2336,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,LOLTMNT01_153175,oe-series:6dbc7ac72f86fe0753b1e80d,LCS,2024,LCS:2024:summer,LCS:2024:summer:regular,true,src_oracles_elixir,RETROSPECTIVE_PLAYER_GAME_ROW,data/raw/oracles_elixir/2024_LoL_esports_match_data_from_OraclesElixir.csv#line=92071
oe:player:007be3acd5669d100711b13d79e2336,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,LOLTMNT01_154041,oe-series:6dbc7ac72f86fe0753b1e80d,LCS,2024,LCS:2024:summer,LCS:2024:summer:regular,true,src_oracles_elixir,RETROSPECTIVE_PLAYER_GAME_ROW,data/raw/oracles_elixir/2024_LoL_esports_match_data_from_OraclesElixir.csv#line=92059
oe:player:007be3acd5669d100711b13d79e2336,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,LOLTMNT01_154061,oe-series:6dbc7ac72f86fe0753b1e80d,LCS,2024,LCS:2024:summer,LCS:2024:summer:regular,true,src_oracles_elixir,RETROSPECTIVE_PLAYER_GAME_ROW,data/raw/oracles_elixir/2024_LoL_esports_match_data_from_OraclesElixir.csv#line=92078
oe:player:007be3acd5669d100711b13d79e2336,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,LOLTMNT01_194069,oe-series:281cd30fdbbf514037ffabdc,LCS,2025,LCS:2025:split1,LCS:2025:split1:regular,true,src_oracles_elixir,RETROSPECTIVE_PLAYER_GAME_ROW,data/raw/oracles_elixir/2025_LoL_esports_match_data_from_OraclesElixir.csv#line=4675
oe:player:007be3acd5669d100711b13d79e2336,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,LOLTMNT01_194092,oe-series:281cd30fdbbf514037ffabdc,LCS,2025,LCS:2025:split1,LCS:2025:split1:regular,true,src_oracles_elixir,RETROSPECTIVE_PLAYER_GAME_ROW,data/raw/oracles_elixir/2025_LoL_esports_match_data_from_OraclesElixir.csv#line=4687
oe:player:007be3acd5669d100711b13d79e2336,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,LOLTMNT01_199589,oe-series:db88dd948ba25bfb5410c482,LCS,2025,LCS:2025:split1,LCS:2025:split1:regular,true,src_oracles_elixir,RETROSPECTIVE_PLAYER_GAME_ROW,data/raw/oracles_elixir/2025_LoL_esports_match_data_from_OraclesElixir.csv#line=6883
oe:player:007be3acd5669d100711b13d79e2336,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,LOLTMNT01_199614,oe-series:db88dd948ba25bfb5410c482,LCS,2025,LCS:2025:split1,LCS:2025:split1:regular,true,src_oracles_elixir,RETROSPECTIVE_PLAYER_GAME_ROW,data/raw/oracles_elixir/2025_LoL_esports_match_data_from_OraclesElixir.csv#line=6907
oe:player:007be3acd5669d100711b13d79e2336,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,LOLTMNT01_199618,oe-series:db88dd948ba25bfb5410c482,LCS,2025,LCS:2025:split1,LCS:2025:split1:regular,true,src_oracles_elixir,RETROSPECTIVE_PLAYER_GAME_ROW,data/raw/oracles_elixir/2025_LoL_esports_match_data_from_OraclesElixir.csv#line=6926
oe:player:007be3acd5669d100711b13d79e2336,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,LOLTMNT01_199640,oe-series:970d1b37c90ecd930c1bc32a,LCS,2025,LCS:2025:split1,LCS:2025:split1:regular,true,src_oracles_elixir,RETROSPECTIVE_PLAYER_GAME_ROW,data/raw/oracles_elixir/2025_LoL_esports_match_data_from_OraclesElixir.csv#line=6974
oe:player:007be3acd5669d100711b13d79e2336,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,LOLTMNT01_226196,oe-series:5e98c4674c9d81c5c36e27c9,LCS,2025,LCS:2025:split2,LCS:2025:split2:regular,true,src_oracles_elixir,RETROSPECTIVE_PLAYER_GAME_ROW,data/raw/oracles_elixir/2025_LoL_esports_match_data_from_OraclesElixir.csv#line=39475
oe:player:007be3acd5669d100711b13d79e2336,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,LOLTMNT01_226543,oe-series:720d6bd76a0c6229e37d0835,LCS,2025,LCS:2025:split2,LCS:2025:split2:regular,true,src_oracles_elixir,RETROSPECTIVE_PLAYER_GAME_ROW,data/raw/oracles_elixir/2025_LoL_esports_match_data_from_OraclesElixir.csv#line=40171
oe:player:007be3acd5669d100711b13d79e2336,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,LOLTMNT01_228131,oe-series:9ba626e775f8b32045ed2248,LCS,2025,LCS:2025:split2,LCS:2025:split2:regular,true,src_oracles_elixir,RETROSPECTIVE_PLAYER_GAME_ROW,data/raw/oracles_elixir/2025_LoL_esports_match_data_from_OraclesElixir.csv#line=40706
oe:player:007be3acd5669d100711b13d79e2336,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,LOLTMNT01_234319,oe-series:cd23ba07868550e7eba17120,LCS,2025,LCS:2025:split2,LCS:2025:split2:regular,true,src_oracles_elixir,RETROSPECTIVE_PLAYER_GAME_ROW,data/raw/oracles_elixir/2025_LoL_esports_match_data_from_OraclesElixir.csv#line=44294
oe:player:007be3acd5669d100711b13d79e2336,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,LOLTMNT01_234353,oe-series:cd23ba07868550e7eba17120,LCS,2025,LCS:2025:split2,LCS:2025:split2:regular,true,src_oracles_elixir,RETROSPECTIVE_PLAYER_GAME_ROW,data/raw/oracles_elixir/2025_LoL_esports_match_data_from_OraclesElixir.csv#line=44306
oe:player:007be3acd5669d100711b13d79e2336,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,LOLTMNT01_245611,oe-series:ca5b8457e2616e52be68ed7e,LCS,2025,LCS:2025:split2,LCS:2025:split2:playoffs,true,src_oracles_elixir,RETROSPECTIVE_PLAYER_GAME_ROW,data/raw/oracles_elixir/2025_LoL_esports_match_data_from_OraclesElixir.csv#line=66890
oe:player:007be3acd5669d100711b13d79e2336,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,LOLTMNT01_245618,oe-series:ca5b8457e2616e52be68ed7e,LCS,2025,LCS:2025:split2,LCS:2025:split2:playoffs,true,src_oracles_elixir,RETROSPECTIVE_PLAYER_GAME_ROW,data/raw/oracles_elixir/2025_LoL_esports_match_data_from_OraclesElixir.csv#line=66902
oe:player:007be3acd5669d100711b13d79e2336,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,LOLTMNT01_245629,oe-series:ca5b8457e2616e52be68ed7e,LCS,2025,LCS:2025:split2,LCS:2025:split2:playoffs,true,src_oracles_elixir,RETROSPECTIVE_PLAYER_GAME_ROW,data/raw/oracles_elixir/2025_LoL_esports_match_data_from_OraclesElixir.csv#line=66919
oe:player:007be3acd5669d100711b13d79e2336,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,LOLTMNT01_270271,oe-series:3c2c607874528b0361ff8d4f,LCS,2025,LCS:2025:split3,LCS:2025:split3:regular,true,src_oracles_elixir,RETROSPECTIVE_PLAYER_GAME_ROW,data/raw/oracles_elixir/2025_LoL_esports_match_data_from_OraclesElixir.csv#line=83443
oe:player:007be3acd5669d100711b13d79e2336,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,LOLTMNT01_270275,oe-series:3c2c607874528b0361ff8d4f,LCS,2025,LCS:2025:split3,LCS:2025:split3:regular,true,src_oracles_elixir,RETROSPECTIVE_PLAYER_GAME_ROW,data/raw/oracles_elixir/2025_LoL_esports_match_data_from_OraclesElixir.csv#line=83450
oe:player:007be3acd5669d100711b13d79e2336,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,LOLTMNT01_34186,oe-series:380e1f0d381eb2f8a45c8e18,LCS,2024,LCS:2024:spring,LCS:2024:spring:regular,true,src_oracles_elixir,RETROSPECTIVE_PLAYER_GAME_ROW,data/raw/oracles_elixir/2024_LoL_esports_match_data_from_OraclesElixir.csv#line=2431
oe:player:007be3acd5669d100711b13d79e2336,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,LOLTMNT01_34408,oe-series:8df9b31f39e8229b87c5d305,LCS,2024,LCS:2024:spring,LCS:2024:spring:regular,true,src_oracles_elixir,RETROSPECTIVE_PLAYER_GAME_ROW,data/raw/oracles_elixir/2024_LoL_esports_match_data_from_OraclesElixir.csv#line=2894
oe:player:007be3acd5669d100711b13d79e2336,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,LOLTMNT01_36609,oe-series:245ff317016a86935e365665,LCS,2024,LCS:2024:spring,LCS:2024:spring:regular,true,src_oracles_elixir,RETROSPECTIVE_PLAYER_GAME_ROW,data/raw/oracles_elixir/2024_LoL_esports_match_data_from_OraclesElixir.csv#line=6002
oe:player:007be3acd5669d100711b13d79e2336,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,LOLTMNT01_36899,oe-series:4b70244cf99a82d853caa0a6,LCS,2024,LCS:2024:spring,LCS:2024:spring:regular,true,src_oracles_elixir,RETROSPECTIVE_PLAYER_GAME_ROW,data/raw/oracles_elixir/2024_LoL_esports_match_data_from_OraclesElixir.csv#line=6535
oe:player:007be3acd5669d100711b13d79e2336,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,LOLTMNT01_44462,oe-series:fdda2cb8a4cc246773a709e2,LCS,2024,LCS:2024:spring,LCS:2024:spring:regular,true,src_oracles_elixir,RETROSPECTIVE_PLAYER_GAME_ROW,data/raw/oracles_elixir/2024_LoL_esports_match_data_from_OraclesElixir.csv#line=9830
oe:player:007be3acd5669d100711b13d79e2336,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,LOLTMNT01_45259,oe-series:1ae7a51fd74ab00bfe664741,LCS,2024,LCS:2024:spring,LCS:2024:spring:regular,true,src_oracles_elixir,RETROSPECTIVE_PLAYER_GAME_ROW,data/raw/oracles_elixir/2024_LoL_esports_match_data_from_OraclesElixir.csv#line=10435
